episode_number,guest,title,title_topics,chapter_topics,all_topics
215,Wojciech,Wojciech Zaremba OpenAI Codex GPT-3 Robotics and the Future of AI,Wojciech Zaremba OpenAI Codex GPT-3 Robotics and the Future of AI,Reward; Your; Learning; Experience; Love; Consciousness; Them; Models; Data; Model; Language; Instance; Possible; Code; Space,Wojciech Zaremba OpenAI Codex GPT-3 Robotics and the Future of AI; Reward; Your; Learning; Experience; Love; Consciousness; Them; Models; Data; Model; Language; Instance; Possible; Code; Space
216,Vincent,Vincent Racaniello Viruses and Vaccines,Vincent Racaniello Viruses and Vaccines,Virus; Viruses; Them; Vaccine; Vaccines; Your; Cell; Cells; Their; Sure; Didn; Infected; Humans; Doesn; Vaccinated,Vincent Racaniello Viruses and Vaccines; Virus; Viruses; Them; Vaccine; Vaccines; Your; Cell; Cells; Their; Sure; Didn; Infected; Humans; Doesn; Vaccinated
217,Rodney,Rodney Brooks Robotics,Rodney Brooks Robotics,Them; Stuff; Robots; Your; Robot; Computation; Robotics; Company; Computer; Learning; Autonomous; System; Intelligence; Didn; Their,Rodney Brooks Robotics; Them; Stuff; Robots; Your; Robot; Computation; Robotics; Company; Computer; Learning; Autonomous; System; Intelligence; Didn; Their
218,Jaron,Jaron Lanier Virtual Reality Social Media the Future of Humans and AI,Jaron Lanier Virtual Reality Social Media the Future of Humans and AI,Their; Social; Stuff; Your; Media; Them; Future; Hard; Music; Data; Hope; Control; Money; Government; Computer,Jaron Lanier Virtual Reality Social Media the Future of Humans and AI; Their; Social; Stuff; Your; Media; Them; Future; Hard; Music; Data; Hope; Control; Money; Government; Computer
219,Donald Knuth,"Donald Knuth - Programming, Algorithms, Hard Problems & the Game of Life",Donald Knuth - Programming; Algorithms; Hard Problems; the Game of Life,Book; Them; Computer; Didn; Algorithms; Numbers; Three; Algorithm; Programming; Your; Better; Graph; Stuff; Thought; Writing,Donald Knuth - Programming; Algorithms; Hard Problems; the Game of Life; Book; Them; Computer; Didn; Algorithms; Numbers; Three; Algorithm; Programming; Your; Better; Graph; Stuff; Thought; Writing
220,Niels,Niels Jorgensen New York Firefighters and the Heroes of 911,Niels Jorgensen New York Firefighters and the Heroes of 911,Them; Guys; Your; Love; Didn; Their; Fire; Cancer; Country; Around; Couldn; York; Gonna; Truck; Says,Niels Jorgensen New York Firefighters and the Heroes of 911; Them; Guys; Your; Love; Didn; Their; Fire; Cancer; Country; Around; Couldn; York; Gonna; Truck; Says
221,Douglas,Douglas Lenat Cyc and the Quest to Solve Common Sense Reasoning in AI,Douglas Lenat Cyc and the Quest to Solve Common Sense Reasoning in AI,Knowledge; Psych; Your; System; Them; Almost; Love; Language; Intelligence; Help; General; Humans; Order; Represent; Learn,Douglas Lenat Cyc and the Quest to Solve Common Sense Reasoning in AI; Knowledge; Psych; Your; System; Them; Almost; Love; Language; Intelligence; Help; General; Humans; Order; Represent; Learn
222,Jay,Jay McClelland Neural Networks and the Emergence of Cognition,Jay McClelland Neural Networks and the Emergence of Cognition,Mind; Ideas; Certain; Neural; Cognition; Thought; Your; Psychology; Cognitive; Together; Them; Understanding; Process; Brain; Mathematical,Jay McClelland Neural Networks and the Emergence of Cognition; Mind; Ideas; Certain; Neural; Cognition; Thought; Your; Psychology; Cognitive; Together; Them; Understanding; Process; Brain; Mathematical
223,Travis,Travis Stevens Judo Olympics and Mental Toughness,Travis Stevens Judo Olympics and Mental Toughness,Your; Judo; Weight; Them; Match; Their; Throw; Gonna; Olympic; Olympics; Didn; Body; Three; Level; Around,Travis Stevens Judo Olympics and Mental Toughness; Your; Judo; Weight; Them; Match; Their; Throw; Gonna; Olympic; Olympics; Didn; Body; Three; Level; Around
224,Travis,Travis Oliphant NumPy SciPy Anaconda Python Scientific Programming,Travis Oliphant NumPy SciPy Anaconda Python Scientific Programming,Python; Numpy; Open; Them; Didn; Your; Language; Source; Love; Programming; Stuff; Money; Early; Code; Community,Travis Oliphant NumPy SciPy Anaconda Python Scientific Programming; Python; Numpy; Open; Them; Didn; Your; Language; Source; Love; Programming; Stuff; Money; Early; Code; Community
225,Jeffrey,Jeffrey Shainline Neuromorphic Computing and Optoelectronic Intelligence,Jeffrey Shainline Neuromorphic Computing and Optoelectronic Intelligence,Light; Your; Silicon; Superconducting; Universe; Brain; Current; Computation; Communication; Information; Neurons; System; Scale; Physics; Loop,Jeffrey Shainline Neuromorphic Computing and Optoelectronic Intelligence; Light; Your; Silicon; Superconducting; Universe; Brain; Current; Computation; Communication; Information; Neurons; System; Scale; Physics; Loop
226,Jo,Jo Boaler How to Learn Math,Jo Boaler How to Learn Math,Maths; Kids; Them; School; Math; Your; Teachers; Their; Love; Hard; Mathematics; Teacher; Education; Questions; Visual,Jo Boaler How to Learn Math; Maths; Kids; Them; School; Math; Your; Teachers; Their; Love; Hard; Mathematics; Teacher; Education; Questions; Visual
227,Sean,Sean Kelly Existentialism Nihilism and the Search for Meaning,Sean Kelly Existentialism Nihilism and the Search for Meaning,Your; Says; Them; Responsibility; View; Thinks; Nietzsche; Doesn; Existentialism; Certain; Experience; Someone; Existence; Thought; Lives,Sean Kelly Existentialism Nihilism and the Search for Meaning; Your; Says; Them; Responsibility; View; Thinks; Nietzsche; Doesn; Existentialism; Certain; Experience; Someone; Existence; Thought; Lives
228,RZA,RZA Wu-Tang Clan Kung Fu Chess God Life and Death,RZA Wu-Tang Clan Kung Fu Chess God Life and Death,Your; Them; Family; Gonna; Mother; Movie; Somebody; Didn; Chess; Gotta; Movies; Master; Film; Kung; Greatest,RZA Wu-Tang Clan Kung Fu Chess God Life and Death; Your; Them; Family; Gonna; Mother; Movie; Somebody; Didn; Chess; Gotta; Movies; Master; Film; Kung; Greatest
229,Richard,Richard Wrangham Violence Sex and Fire in Human Evolution,Richard Wrangham Violence Sex and Fire in Human Evolution,Violence; Males; Their; Humans; Male; Them; Power; Chimps; Chimpanzees; Homo; Sapiens; Animals; Food; Your; Species,Richard Wrangham Violence Sex and Fire in Human Evolution; Violence; Males; Their; Humans; Male; Them; Power; Chimps; Chimpanzees; Homo; Sapiens; Animals; Food; Your; Species
230,Kelsi,Kelsi Sheren War Artillery PTSD and Love,Kelsi Sheren War Artillery PTSD and Love,Your; Them; Didn; Love; Their; Fucking; Gonna; Remember; Wasn; Enough; Somebody; Better; Fire; Around; Stuff,Kelsi Sheren War Artillery PTSD and Love; Your; Them; Didn; Love; Their; Fucking; Gonna; Remember; Wasn; Enough; Somebody; Better; Fire; Around; Stuff
231,Alex,Alex Gladstein Bitcoin Authoritarianism and Human Rights,Alex Gladstein Bitcoin Authoritarianism and Human Rights,Bitcoin; Your; Money; Rights; Freedom; Their; Them; Authoritarian; Government; Country; Free; Data; Power; Control; Governments,Alex Gladstein Bitcoin Authoritarianism and Human Rights; Bitcoin; Your; Money; Rights; Freedom; Their; Them; Authoritarian; Government; Country; Free; Data; Power; Control; Governments
232,Brian,Brian Greene Quantum Gravity The Big Bang Aliens Death and Meaning,Brian Greene Quantum Gravity The Big Bang Aliens Death and Meaning,Theory; Consciousness; Universe; Physics; Dimensions; Experience; Space; String; Around; Level; Black; Earth; Understanding; Physical; Bang,Brian Greene Quantum Gravity The Big Bang Aliens Death and Meaning; Theory; Consciousness; Universe; Physics; Dimensions; Experience; Space; String; Around; Level; Black; Earth; Understanding; Physical; Bang
233,Carl,Carl Hart Heroin Cocaine MDMA Alcohol the Role of Drugs in Society,Carl Hart Heroin Cocaine MDMA Alcohol the Role of Drugs in Society,Drugs; Drug; Your; Effects; Alcohol; Them; Cocaine; Heroin; Their; Experience; Negative; Addiction; Environment; Positive; Society,Carl Hart Heroin Cocaine MDMA Alcohol the Role of Drugs in Society; Drugs; Drug; Your; Effects; Alcohol; Them; Cocaine; Heroin; Their; Experience; Negative; Addiction; Environment; Positive; Society
234,Stephen,Stephen Wolfram Complexity and the Fabric of Reality,Stephen Wolfram Complexity and the Fabric of Reality,Universe; Space; Physics; Computational; Mathematics; Possible; Story; Computation; Quantum; Theory; Speak; Consciousness; Model; Whole; Mechanics,Stephen Wolfram Complexity and the Fabric of Reality; Universe; Space; Physics; Computational; Mathematics; Possible; Story; Computation; Quantum; Theory; Speak; Consciousness; Model; Whole; Mechanics
235,Michael,Michael Mina Rapid COVID Testing,Michael Mina Rapid COVID Testing,Test; Tests; Health; Public; Your; Testing; Them; Rapid; Infectious; Their; Doesn; Tools; Vaccine; Pandemic; Medical,Michael Mina Rapid COVID Testing; Test; Tests; Health; Public; Your; Testing; Them; Rapid; Infectious; Their; Doesn; Tools; Vaccine; Pandemic; Medical
236,Jimmy,Jimmy Pedro Judo and the Forging of Champions,Jimmy Pedro Judo and the Forging of Champions,Your; Judo; Them; Olympic; Travis; Their; Training; Didn; Olympics; Hard; Level; Champion; Times; Weight; Kayla,Jimmy Pedro Judo and the Forging of Champions; Your; Judo; Them; Olympic; Travis; Their; Training; Didn; Olympics; Hard; Level; Champion; Times; Weight; Kayla
237,Steve,Steve Viscelli Trucking and the Decline of the American Dream,Steve Viscelli Trucking and the Decline of the American Dream,Truck; Them; Trucks; Driving; Driver; Their; Your; Drivers; Trucking; Jobs; Technology; Labor; Drive; Self; Autonomous,Steve Viscelli Trucking and the Decline of the American Dream; Truck; Them; Trucks; Driving; Driver; Their; Your; Drivers; Trucking; Jobs; Technology; Labor; Drive; Self; Autonomous
238,Francis,Francis Collins National Institutes of Health NIH,Francis Collins National Institutes of Health NIH,Science; Their; Your; Function; Research; Vaccine; Gain; Them; Vaccines; Questions; Virus; Scientific; Hope; Love; Truth,Francis Collins National Institutes of Health NIH; Science; Their; Your; Function; Research; Vaccine; Gain; Them; Vaccines; Questions; Virus; Scientific; Hope; Love; Truth
239,Niall,Niall Ferguson History of Money Power War and Truth,Niall Ferguson History of Money Power War and Truth,History; Money; University; Your; Their; System; Financial; Quite; Thought; Intellectual; Century; Academic; Them; Love; Hope,Niall Ferguson History of Money Power War and Truth; History; Money; University; Your; Their; System; Financial; Quite; Thought; Intellectual; Century; Academic; Them; Love; Hope
240,Neal,Neal Stephenson Sci-Fi Space Aliens AI VR the Future of Humanity,Neal Stephenson Sci-Fi Space Aliens AI VR the Future of Humanity,Your; Space; Stuff; System; Love; Them; Reality; Hard; Their; Book; Story; Pretty; Technology; Ideas; Power,Neal Stephenson Sci-Fi Space Aliens AI VR the Future of Humanity; Your; Space; Stuff; System; Love; Them; Reality; Hard; Their; Book; Story; Pretty; Technology; Ideas; Power
241,Boris,Boris Sofman Waymo Cozmo Self-Driving Cars and the Future of Robotics,Boris Sofman Waymo Cozmo Self-Driving Cars and the Future of Robotics,Your; Robotics; Driving; Cosmo; Character; Robot; Autonomous; Space; Hard; Waymo; Almost; Trucking; Pretty; Challenges; Them,Boris Sofman Waymo Cozmo Self-Driving Cars and the Future of Robotics; Your; Robotics; Driving; Cosmo; Character; Robot; Autonomous; Space; Hard; Waymo; Almost; Trucking; Pretty; Challenges; Them
242,Ben,Ben Askren Wrestling and MMA,Ben Askren Wrestling and MMA,Wrestling; Your; Them; Gonna; Better; Didn; Hard; Someone; Their; Three; Match; Level; Jordan; Drilling; Wrestle,Ben Askren Wrestling and MMA; Wrestling; Your; Them; Gonna; Better; Didn; Hard; Someone; Their; Three; Match; Level; Jordan; Drilling; Wrestle
243,Kevin,Kevin Systrom Instagram,Kevin Systrom Instagram,Afghanistan; Their; American; Them; Your; Taliban; Power; Wanted; Afghan; Stuff; Laden; Afghans; Didn; Moment; Course,Kevin Systrom Instagram; Afghanistan; Their; American; Them; Your; Taliban; Power; Wanted; Afghan; Stuff; Laden; Afghans; Didn; Moment; Course
244,Robert,Robert Crews Afghanistan Taliban Bin Laden and War in the Middle East,Robert Crews Afghanistan Taliban Bin Laden and War in the Middle East,Afghanistan; Their; American; Them; Your; Taliban; Power; Wanted; Afghan; Stuff; Laden; Afghans; Didn; Moment; Course,Robert Crews Afghanistan Taliban Bin Laden and War in the Middle East; Afghanistan; Their; American; Them; Your; Taliban; Power; Wanted; Afghan; Stuff; Laden; Afghans; Didn; Moment; Course
245,Tom,Tom Brands Iowa Wrestling,Tom Brands Iowa Wrestling,Wrestling; Your; Better; Gonna; Their; Coach; Guys; Terry; Them; Iowa; Didn; Best; Olympic; Winning; Family,Tom Brands Iowa Wrestling; Wrestling; Your; Better; Gonna; Their; Coach; Guys; Terry; Them; Iowa; Didn; Best; Olympic; Winning; Family
246,Peter,Peter Woit Theories of Everything Why String Theory is Not Even Wrong,Peter Woit Theories of Everything Why String Theory is Not Even Wrong,Theory; Physics; Mathematics; Space; Dimensions; Them; Ideas; Your; String; Geometry; Fundamental; Quantum; Certain; Four; Simple,Peter Woit Theories of Everything Why String Theory is Not Even Wrong; Theory; Physics; Mathematics; Space; Dimensions; Them; Ideas; Your; String; Geometry; Fundamental; Quantum; Certain; Four; Simple
247,Jamie,Jamie Metzl Lab Leak Theory,Jamie Metzl Lab Leak Theory,Government; Your; Chinese; Their; China; Wuhan; Them; Pandemic; Institute; Virology; Health; Information; Virus; States; Process,Jamie Metzl Lab Leak Theory; Government; Your; Chinese; Their; China; Wuhan; Them; Pandemic; Institute; Virology; Health; Information; Virus; States; Process
249,Albert,Albert Bourla Pfizer CEO,Albert Bourla Pfizer CEO,Vaccine; Them; Their; Pfizer; Money; Your; Sure; Science; Kids; Study; Vaccines; Data; Didn; Worry; Fear,Albert Bourla Pfizer CEO; Vaccine; Them; Their; Pfizer; Money; Your; Sure; Science; Kids; Study; Vaccines; Data; Didn; Worry; Fear
250,Peter,Peter Wang Python and the Source Code of Humans Computers and Reality,Peter Wang Python and the Source Code of Humans Computers and Reality,Python; Your; Them; Stuff; Systems; Their; Data; System; Create; Kinds; Build; Around; Level; Love; Programming,Peter Wang Python and the Source Code of Humans Computers and Reality; Python; Your; Them; Stuff; Systems; Their; Data; System; Create; Kinds; Build; Around; Level; Love; Programming
251,Ray Dalio,"Ray Dalio - Money, Power, and the Collapse of Empires",Ray Dalio - Money; Power; and the Collapse of Empires,Your; Money; Them; Principles; Their; Process; Almost; Gonna; Others; Dollars; Best; Successful; Better; Level; Credit,Ray Dalio - Money; Power; and the Collapse of Empires; Your; Money; Them; Principles; Their; Process; Almost; Gonna; Others; Dollars; Best; Successful; Better; Level; Credit
252,Elon,Elon Musk SpaceX Mars Tesla Autopilot Self-Driving Robotics and AI,Elon Musk SpaceX Mars Tesla Autopilot Self-Driving Robotics and AI,Your; Space; History; Mars; Engine; Hard; Love; Them; Sure; Possible; Rocket; Whatever; Humans; Engineering; Neural,Elon Musk SpaceX Mars Tesla Autopilot Self-Driving Robotics and AI; Your; Space; History; Mars; Engine; Hard; Love; Them; Sure; Possible; Rocket; Whatever; Humans; Engineering; Neural
253,Michael,Michael Malice New Year's Special,Michael Malice New Year's Special,Your; Them; Love; Their; Book; Someone; Gonna; Sure; Kids; Trump; Doesn; Didn; Stuff; Michael; Friends,Michael Malice New Year's Special; Your; Them; Love; Their; Book; Someone; Gonna; Sure; Kids; Trump; Doesn; Didn; Stuff; Michael; Friends
254,Jay,Jay Bhattacharya The Case Against Lockdowns,Jay Bhattacharya The Case Against Lockdowns,Vaccine; Them; Policy; Their; Science; Studies; Rate; Your; Public; Health; Fear; Death; Disease; Data; Didn,Jay Bhattacharya The Case Against Lockdowns; Vaccine; Them; Policy; Their; Science; Studies; Rate; Your; Public; Health; Fear; Death; Disease; Data; Didn
255,Mark,Mark Normand Comedy,Mark Normand Comedy,Your; Shit; Comedy; Love; Them; Goes; Stuff; York; Whatever; Almost; Joke; Didn; Fuck; Austin; Open,Mark Normand Comedy; Your; Shit; Comedy; Love; Them; Goes; Stuff; York; Whatever; Almost; Joke; Didn; Fuck; Austin; Open
256,Nationalism,Nationalism Debate Yaron Brook and Yoram Hazony,Nationalism Debate Yaron Brook and Yoram Hazony,Them; Their; Individual; Your; Love; History; Revolution; Constitution; Rights; Ideas; Tradition; Nation; Political; Society; Reason,Nationalism Debate Yaron Brook and Yoram Hazony; Them; Their; Individual; Your; Love; History; Revolution; Constitution; Rights; Ideas; Tradition; Nation; Political; Society; Reason
257,Brian,Brian Keating Cosmology Astrophysics Aliens Losing the Nobel Prize,Brian Keating Cosmology Astrophysics Aliens Losing the Nobel Prize,Universe; Your; Nobel; Prize; Earth; Science; Them; Whatever; Theory; Didn; Light; Telescope; Signal; Book; Doesn,Brian Keating Cosmology Astrophysics Aliens Losing the Nobel Prize; Universe; Your; Nobel; Prize; Earth; Science; Them; Whatever; Theory; Didn; Light; Telescope; Signal; Book; Doesn
258,Yann,Yann LeCun Dark Matter of Intelligence and Self-Supervised Learning,Yann LeCun Dark Matter of Intelligence and Self-Supervised Learning,Your; Learning; Model; System; Intelligence; Learn; Them; Humans; Machine; Stuff; Data; Self; Supervised; Predict; Information,Yann LeCun Dark Matter of Intelligence and Self-Supervised Learning; Your; Learning; Model; System; Intelligence; Learn; Them; Humans; Machine; Stuff; Data; Self; Supervised; Predict; Information
259,Thomas,Thomas Tull From Batman Dark Knight Trilogy to AI and The Rolling Stones,Thomas Tull From Batman Dark Knight Trilogy to AI and The Rolling Stones,Your; Company; Stuff; Play; Business; Them; Hard; Love; Sure; Guitar; Playing; Experience; Whatever; Pretty; Gonna,Thomas Tull From Batman Dark Knight Trilogy to AI and The Rolling Stones; Your; Company; Stuff; Play; Business; Them; Hard; Love; Sure; Guitar; Playing; Experience; Whatever; Pretty; Gonna
260,Georges,Georges St-Pierre John Danaher Gordon Ryan The Greatest of All Time,Georges St-Pierre John Danaher Gordon Ryan The Greatest of All Time,Your; Them; Fight; George; Training; Their; Grappling; John; Better; Match; Sport; Athletes; Gordon; Guys; Someone,Georges St-Pierre John Danaher Gordon Ryan The Greatest of All Time; Your; Them; Fight; George; Training; Their; Grappling; John; Better; Match; Sport; Athletes; Gordon; Guys; Someone
261,Philip,Philip Goff Consciousness Panpsychism and the Philosophy of Mind,Philip Goff Consciousness Panpsychism and the Philosophy of Mind,Consciousness; Experience; Physics; Brain; Conscious; Science; Your; View; Their; Them; Doesn; Philosophy; Stuff; Reality; Physical,Philip Goff Consciousness Panpsychism and the Philosophy of Mind; Consciousness; Experience; Physics; Brain; Conscious; Science; Your; View; Their; Them; Doesn; Philosophy; Stuff; Reality; Physical
262,Garry,Garry Nolan UFOs and Aliens,Garry Nolan UFOs and Aliens,Them; Data; Your; Information; Their; System; Humans; Technology; Story; Somebody; Else; Around; Science; Whole; Doesn,Garry Nolan UFOs and Aliens; Them; Data; Your; Information; Their; System; Humans; Technology; Story; Somebody; Else; Around; Science; Whole; Doesn
263,John,John Abramson Big Pharma,John Abramson Big Pharma,Data; Drug; Their; Your; Health; Pfizer; Money; Them; Companies; Study; Pharma; Better; Three; Doctors; Lifestyle,John Abramson Big Pharma; Data; Drug; Their; Your; Health; Pfizer; Money; Them; Companies; Study; Pharma; Better; Three; Doctors; Lifestyle
264,Tim,Tim Urban Elon Musk Neuralink AI Aliens and the Future of Humanity,Tim Urban Elon Musk Neuralink AI Aliens and the Future of Humanity,Your; Gonna; Their; Doesn; Everyone; Them; Brain; Stuff; Mars; Humans; Writing; Love; Whole; Someone; Whatever,Tim Urban Elon Musk Neuralink AI Aliens and the Future of Humanity; Your; Gonna; Their; Doesn; Everyone; Them; Brain; Stuff; Mars; Humans; Writing; Love; Whole; Someone; Whatever
265,Devon,Devon Larratt Arm Wrestling,Devon Larratt Arm Wrestling,Your; Wrestling; Match; Love; Them; Sport; Training; Strength; Fight; Fighting; Better; Whole; Level; Dennis; Away,Devon Larratt Arm Wrestling; Your; Wrestling; Match; Love; Them; Sport; Training; Strength; Fight; Fighting; Better; Whole; Level; Dennis; Away
266,Nicole,Nicole Perlroth Cybersecurity and the Weapons of Cyberwar,Nicole Perlroth Cybersecurity and the Weapons of Cyberwar,Your; Wrestling; Match; Love; Them; Sport; Training; Strength; Fight; Fighting; Better; Whole; Level; Dennis; Away,Nicole Perlroth Cybersecurity and the Weapons of Cyberwar; Your; Wrestling; Match; Love; Them; Sport; Training; Strength; Fight; Fighting; Better; Whole; Level; Dennis; Away
267,Mark,Mark Zuckerberg Meta Facebook Instagram and the Metaverse,Mark Zuckerberg Meta Facebook Instagram and the Metaverse,Your; Stuff; Around; Them; Social; Company; Someone; Metaverse; Content; Media; Build; Building; Gonna; Speech; Their,Mark Zuckerberg Meta Facebook Instagram and the Metaverse; Your; Stuff; Around; Them; Social; Company; Someone; Metaverse; Content; Media; Build; Building; Gonna; Speech; Their
268,Robert,Robert Proctor Nazi Science and Ideology,Robert Proctor Nazi Science and Ideology,Science; Nazi; Tobacco; Cigarettes; History; Your; Their; Money; Cancer; Germany; Scientific; Stone; Research; Them; Ideology,Robert Proctor Nazi Science and Ideology; Science; Nazi; Tobacco; Cigarettes; History; Your; Their; Money; Cancer; Germany; Scientific; Stone; Research; Them; Ideology
269,Lee,Lee Cronin Origin of Life Aliens Complexity and Consciousness,Lee Cronin Origin of Life Aliens Complexity and Consciousness,Universe; Assembly; Them; Chemistry; Molecule; Earth; Molecules; Theory; Computer; Your; Chemical; Origin; Stuff; Machine; Complexity,Lee Cronin Origin of Life Aliens Complexity and Consciousness; Universe; Assembly; Them; Chemistry; Molecule; Earth; Molecules; Theory; Computer; Your; Chemical; Origin; Stuff; Machine; Complexity
270,David,David Wolpe Judaism,David Wolpe Judaism,Your; Them; Religion; Love; Judaism; Didn; Rabbi; Doesn; Jews; Better; Torah; Says; Jewish; Thought; Free,David Wolpe Judaism; Your; Them; Religion; Love; Judaism; Didn; Rabbi; Doesn; Jews; Better; Torah; Says; Jewish; Thought; Free
271,Ariel,Ariel Ekblaw Space Colonization and Self-Assembling Space Megastructures,Ariel Ekblaw Space Colonization and Self-Assembling Space Megastructures,Your; Money; Them; Didn; Else; Crime; Trust; Name; Gets; Three; Love; Stuff; Service; Card; Months,Ariel Ekblaw Space Colonization and Self-Assembling Space Megastructures; Your; Money; Them; Didn; Else; Crime; Trust; Name; Gets; Three; Love; Stuff; Service; Card; Months
272,Brett,Brett Johnson US Most Wanted Cybercriminal,Brett Johnson US Most Wanted Cybercriminal,Your; Money; Them; Didn; Else; Crime; Trust; Name; Gets; Three; Love; Stuff; Service; Card; Months,Brett Johnson US Most Wanted Cybercriminal; Your; Money; Them; Didn; Else; Crime; Trust; Name; Gets; Three; Love; Stuff; Service; Card; Months
273,Chris,Chris Blattman War and Violence,Chris Blattman War and Violence,Them; Your; Violence; Their; Power; Fight; Didn; Leaders; Wars; Group; Whatever; Russia; Peace; Book; History,Chris Blattman War and Violence; Them; Your; Violence; Their; Power; Fight; Didn; Leaders; Wars; Group; Whatever; Russia; Peace; Book; History
274,Karl,Karl Deisseroth Depression Schizophrenia and Psychiatry,Karl Deisseroth Depression Schizophrenia and Psychiatry,Brain; Your; Them; Cells; Mind; Light; Social; State; Neurons; Their; Love; Depression; Stuff; Activity; Help,Karl Deisseroth Depression Schizophrenia and Psychiatry; Brain; Your; Them; Cells; Mind; Light; Social; State; Neurons; Their; Love; Depression; Stuff; Activity; Help
277,Andrew,Andrew Huberman Focus Stress Relationships and Friendship,Andrew Huberman Focus Stress Relationships and Friendship,Your; Love; Them; Their; Cold; Stuff; Mind; State; Sauna; Together; Focus; Somebody; Certain; Around; Minutes,Andrew Huberman Focus Stress Relationships and Friendship; Your; Love; Them; Their; Cold; Stuff; Mind; State; Sauna; Together; Focus; Somebody; Certain; Around; Minutes
278,Skye,Skye Fitzgerald Hunger War and Human Suffering,Skye Fitzgerald Hunger War and Human Suffering,Them; Film; Your; Story; Camera; Suffering; Yemen; Three; Filming; Access; Filmmaker; Didn; Hunger; Their; Love,Skye Fitzgerald Hunger War and Human Suffering; Them; Film; Your; Story; Camera; Suffering; Yemen; Three; Filming; Access; Filmmaker; Didn; Hunger; Their; Love
279,Alien,Alien Debate Sara Walker and Lee Cronin,Alien Debate Sara Walker and Lee Cronin,Universe; Assembly; Your; Aliens; Space; Exist; Them; Stuff; Objects; Causal; Sarah; Theory; Future; Memory; Physics,Alien Debate Sara Walker and Lee Cronin; Universe; Assembly; Your; Aliens; Space; Exist; Them; Stuff; Objects; Causal; Sarah; Theory; Future; Memory; Physics
280,Cristiano,Cristiano Amon Qualcomm CEO,Cristiano Amon Qualcomm CEO,Technology; Qualcomm; Your; Snapdragon; Company; Build; Connected; Companies; Digital; Mobile; Them; Phone; Incredible; Cloud; Data,Cristiano Amon Qualcomm CEO; Technology; Qualcomm; Your; Snapdragon; Company; Build; Connected; Companies; Digital; Mobile; Them; Phone; Incredible; Cloud; Data
281,Grimes,Grimes Music AI and the Future of Humanity,Grimes Music AI and the Future of Humanity,Stuff; Your; Music; Love; Social; Media; Everyone; Super; Technology; Consciousness; Brain; Baby; Humans; Weird; Them,Grimes Music AI and the Future of Humanity; Stuff; Your; Music; Love; Social; Media; Everyone; Super; Technology; Consciousness; Brain; Baby; Humans; Weird; Them
282,David,David Buss Sex Dating Relationships and Sex Differences,David Buss Sex Dating Relationships and Sex Differences,Your; Love; Mate; Mating; Their; Them; Sexual; Status; Term; Psychology; Violence; Humans; Physical; Partner; Fascinating,David Buss Sex Dating Relationships and Sex Differences; Your; Love; Mate; Mating; Their; Them; Sexual; Status; Term; Psychology; Violence; Humans; Physical; Partner; Fascinating
283,Chris,Chris Mason Space Travel Colonization and Long-Term Survival in Space,Chris Mason Space Travel Colonization and Long-Term Survival in Space,Space; Your; Them; Humans; Their; Mission; Body; Book; Love; Earth; Mars; Almost; Cells; Planet; Universe,Chris Mason Space Travel Colonization and Long-Term Survival in Space; Space; Your; Them; Humans; Their; Mission; Body; Book; Love; Earth; Mars; Almost; Cells; Planet; Universe
284,Saifedean,Saifedean Ammous Bitcoin Anarchy and Austrian Economics,Saifedean Ammous Bitcoin Anarchy and Austrian Economics,Money; Gold; Bitcoin; Your; Their; Fiat; Them; Standard; Government; System; Value; Bank; Economics; Market; Future,Saifedean Ammous Bitcoin Anarchy and Austrian Economics; Money; Gold; Bitcoin; Your; Their; Fiat; Them; Standard; Government; System; Value; Bank; Economics; Market; Future
285,Glenn,Glenn Loury Race Racism Identity Politics and Cancel Culture,Glenn Loury Race Racism Identity Politics and Cancel Culture,Their; Black; Your; American; African; States; United; Social; Them; Americans; Slavery; Doesn; University; Century; Word,Glenn Loury Race Racism Identity Politics and Cancel Culture; Their; Black; Your; American; African; States; United; Social; Them; Americans; Slavery; Doesn; University; Century; Word
286,Oliver,Oliver Stone Vladimir Putin and War in Ukraine,Oliver Stone Vladimir Putin and War in Ukraine,Russia; United; States; Putin; Ukraine; Nuclear; Your; Them; Their; Russian; Power; American; Course; France; Energy,Oliver Stone Vladimir Putin and War in Ukraine; Russia; United; States; Putin; Ukraine; Nuclear; Your; Them; Their; Russian; Power; American; Course; France; Energy
287,Bobby,Bobby Lee Comedy Skyrim Sex Robots Love Fame and Power,Bobby Lee Comedy Skyrim Sex Robots Love Fame and Power,Your; Love; Gonna; Stuff; Didn; Them; Thought; Terms; Bobby; Reason; Wouldn; Walk; Around; Weird; Last,Bobby Lee Comedy Skyrim Sex Robots Love Fame and Power; Your; Love; Gonna; Stuff; Didn; Them; Thought; Terms; Bobby; Reason; Wouldn; Walk; Around; Weird; Last
288,Sarma,Sarma Melngailis Bad Vegan Fraud Prison and Sociopathy,Sarma Melngailis Bad Vegan Fraud Prison and Sociopathy,Russia; Your; West; Ukraine; Putin; Their; Russian; Power; Them; Western; Country; Regime; Stalin; Soviet; Weapons,Sarma Melngailis Bad Vegan Fraud Prison and Sociopathy; Russia; Your; West; Ukraine; Putin; Their; Russian; Power; Them; Western; Country; Regime; Stalin; Soviet; Weapons
